"DTI_CL_INDICADOR","Indicador","DTI_CL_TRIMESTRE_MOVIL","Trimestre.Móvil","DTI_CL_REGION","Región","DTI_CL_SEXO","Sexo","Value"
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V11","2016 oct-dic","CHL09","Región de La Araucanía","M","Hombres",65.7453754452474
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V11","2016 oct-dic","CHL09","Región de La Araucanía","F","Mujeres",44.023109779326
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V11","2016 oct-dic","CHL14","Región de Los Ríos","_T","Ambos sexos",59.2909484501002
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V11","2016 oct-dic","CHL14","Región de Los Ríos","M","Hombres",71.4713028687209
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V11","2016 oct-dic","CHL14","Región de Los Ríos","F","Mujeres",47.7089146410622
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V11","2016 oct-dic","CHL10","Región de Los Lagos","_T","Ambos sexos",58.1975374390098
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V11","2016 oct-dic","CHL10","Región de Los Lagos","M","Hombres",70.910159671102
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V11","2016 oct-dic","CHL10","Región de Los Lagos","F","Mujeres",45.7372708487745
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V11","2016 oct-dic","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",70.0735928679314
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V11","2016 oct-dic","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",80.8990540823063
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V11","2016 oct-dic","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres",58.9427632081284
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V11","2016 oct-dic","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos",63.4551768766955
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V11","2016 oct-dic","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres",76.9728483093276
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V11","2016 oct-dic","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres",49.4756762165087
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","_T","Total país","_T","Ambos sexos",58.4905414959842
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","_T","Total país","M","Hombres",69.6629056416381
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","_T","Total país","F","Mujeres",47.8311350548442
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL15","Región de Arica y Parinacota","_T","Ambos sexos",56.2169823180143
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL15","Región de Arica y Parinacota","M","Hombres",66.8913623314504
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL15","Región de Arica y Parinacota","F","Mujeres",45.7505559878918
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL01","Región de Tarapacá","_T","Ambos sexos",61.8932569631773
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL01","Región de Tarapacá","M","Hombres",69.5583773640172
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL01","Región de Tarapacá","F","Mujeres",54.0732339955817
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL02","Región de Antofagasta","_T","Ambos sexos",59.0642905356398
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL02","Región de Antofagasta","M","Hombres",71.4936926223113
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL02","Región de Antofagasta","F","Mujeres",46.4112408804645
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL03","Región de Atacama","_T","Ambos sexos",57.1936568751182
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL03","Región de Atacama","M","Hombres",69.8974591444442
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL03","Región de Atacama","F","Mujeres",44.2510273552314
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL04","Región de Coquimbo","_T","Ambos sexos",55.6179380301422
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL04","Región de Coquimbo","M","Hombres",65.2840348378389
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL04","Región de Coquimbo","F","Mujeres",46.5009469601865
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL05","Región de Valparaíso","_T","Ambos sexos",57.1077315494015
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL05","Región de Valparaíso","M","Hombres",67.6184527284832
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL05","Región de Valparaíso","F","Mujeres",47.2675697202002
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL13","Región Metropolitana de Santiago","_T","Ambos sexos",60.8628507116556
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL13","Región Metropolitana de Santiago","M","Hombres",71.5638458905458
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL13","Región Metropolitana de Santiago","F","Mujeres",50.7139225093565
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos",58.366204630156
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres",70.4307749647422
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres",46.433004004708
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL07","Región del Maule","_T","Ambos sexos",57.6020216719793
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL07","Región del Maule","M","Hombres",70.4812751941848
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL07","Región del Maule","F","Mujeres",45.345761923098
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL16","Región de Ñuble","_T","Ambos sexos",57.5316916456173
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL16","Región de Ñuble","M","Hombres",68.6965996079495
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL16","Región de Ñuble","F","Mujeres",47.2356910609217
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL08","Región del Biobío","_T","Ambos sexos",51.5243661236388
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL08","Región del Biobío","M","Hombres",62.762270807371
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL08","Región del Biobío","F","Mujeres",41.0490752606256
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL09","Región de La Araucanía","_T","Ambos sexos",54.6976923507732
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL09","Región de La Araucanía","M","Hombres",65.9693610988781
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL09","Región de La Araucanía","F","Mujeres",44.1149550187016
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL14","Región de Los Ríos","_T","Ambos sexos",60.6783170484024
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL14","Región de Los Ríos","M","Hombres",74.0262583577912
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL14","Región de Los Ríos","F","Mujeres",47.9867567344107
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL10","Región de Los Lagos","_T","Ambos sexos",59.2529569822046
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL10","Región de Los Lagos","M","Hombres",71.7838018266704
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL10","Región de Los Lagos","F","Mujeres",46.9713557695408
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",69.3712485570037
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",78.8214733558102
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres",59.658755075998
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos",61.9029512343901
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres",78.2917198887046
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2016-V12","2016 nov-ene","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres",44.9517967151953
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","_T","Total país","_T","Ambos sexos",58.0709431704614
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","_T","Total país","M","Hombres",69.3611164526459
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","_T","Total país","F","Mujeres",47.2972385049289
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL15","Región de Arica y Parinacota","_T","Ambos sexos",55.8190688129919
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL15","Región de Arica y Parinacota","M","Hombres",67.5051497449574
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL15","Región de Arica y Parinacota","F","Mujeres",44.3560883077851
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL01","Región de Tarapacá","_T","Ambos sexos",60.4168995286194
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL01","Región de Tarapacá","M","Hombres",69.1021153702091
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL01","Región de Tarapacá","F","Mujeres",51.5562124148255
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL02","Región de Antofagasta","_T","Ambos sexos",57.6552668554921
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL02","Región de Antofagasta","M","Hombres",70.5456806523054
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL02","Región de Antofagasta","F","Mujeres",44.5347522574661
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL03","Región de Atacama","_T","Ambos sexos",56.4403476186903
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL03","Región de Atacama","M","Hombres",69.4213298184196
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL03","Región de Atacama","F","Mujeres",43.2166997466027
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL04","Región de Coquimbo","_T","Ambos sexos",55.2845882073557
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL04","Región de Coquimbo","M","Hombres",66.0841098748703
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL04","Región de Coquimbo","F","Mujeres",45.0990205179323
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL05","Región de Valparaíso","_T","Ambos sexos",56.7896747465331
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL05","Región de Valparaíso","M","Hombres",67.0517630178427
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL05","Región de Valparaíso","F","Mujeres",47.1811678579584
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL13","Región Metropolitana de Santiago","_T","Ambos sexos",60.1861325757378
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL13","Región Metropolitana de Santiago","M","Hombres",70.931378723131
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL13","Región Metropolitana de Santiago","F","Mujeres",49.9906635829791
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos",57.975904996916
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres",69.9661059074401
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres",46.1135650188872
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL07","Región del Maule","_T","Ambos sexos",57.0327186925014
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL07","Región del Maule","M","Hombres",69.7200608060533
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL07","Región del Maule","F","Mujeres",44.9598266619987
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL16","Región de Ñuble","_T","Ambos sexos",58.7749859259414
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL16","Región de Ñuble","M","Hombres",70.5763564854628
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL16","Región de Ñuble","F","Mujeres",47.897425178619
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL08","Región del Biobío","_T","Ambos sexos",51.0164759323583
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL08","Región del Biobío","M","Hombres",62.6246963200304
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL08","Región del Biobío","F","Mujeres",40.1967793971479
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL09","Región de La Araucanía","_T","Ambos sexos",55.2406983085373
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL09","Región de La Araucanía","M","Hombres",66.4428037679236
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL09","Región de La Araucanía","F","Mujeres",44.7238491306142
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL14","Región de Los Ríos","_T","Ambos sexos",61.2471409798613
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL14","Región de Los Ríos","M","Hombres",73.6170708139616
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL14","Región de Los Ríos","F","Mujeres",49.4883422385539
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL10","Región de Los Lagos","_T","Ambos sexos",59.7060869643466
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL10","Región de Los Lagos","M","Hombres",72.8477593171301
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL10","Región de Los Lagos","F","Mujeres",46.8245184660474
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",69.3462171607165
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",77.3592936935486
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres",61.1118238280716
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos",61.4456847822286
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres",77.5894857650936
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V01","2017 dic-feb","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres",44.7519825960364
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","_T","Total país","_T","Ambos sexos",57.9782517312499
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","_T","Total país","M","Hombres",69.8123030029745
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","_T","Total país","F","Mujeres",46.6838835211107
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL15","Región de Arica y Parinacota","_T","Ambos sexos",55.7330328495507
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL15","Región de Arica y Parinacota","M","Hombres",67.7453907773531
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL15","Región de Arica y Parinacota","F","Mujeres",43.9441768840843
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL01","Región de Tarapacá","_T","Ambos sexos",61.8026019117385
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL01","Región de Tarapacá","M","Hombres",71.9186359027072
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL01","Región de Tarapacá","F","Mujeres",51.4827737247542
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL02","Región de Antofagasta","_T","Ambos sexos",56.7272747201708
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL02","Región de Antofagasta","M","Hombres",69.7077891505491
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL02","Región de Antofagasta","F","Mujeres",43.5187663261249
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL03","Región de Atacama","_T","Ambos sexos",56.7451212123988
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL03","Región de Atacama","M","Hombres",69.1683065871163
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL03","Región de Atacama","F","Mujeres",44.092815084986
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL04","Región de Coquimbo","_T","Ambos sexos",55.5032745472128
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL04","Región de Coquimbo","M","Hombres",66.7245027697487
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL04","Región de Coquimbo","F","Mujeres",44.9210218940241
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL05","Región de Valparaíso","_T","Ambos sexos",56.4314693791764
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL05","Región de Valparaíso","M","Hombres",67.3349079149991
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL05","Región de Valparaíso","F","Mujeres",46.2208447845702
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL13","Región Metropolitana de Santiago","_T","Ambos sexos",59.9937716338553
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL13","Región Metropolitana de Santiago","M","Hombres",71.3180436730608
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL13","Región Metropolitana de Santiago","F","Mujeres",49.2438866972026
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos",58.6996093416529
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres",71.7331537251176
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres",45.8072290566997
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL07","Región del Maule","_T","Ambos sexos",56.4454140199596
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL07","Región del Maule","M","Hombres",69.4861387559125
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL07","Región del Maule","F","Mujeres",44.0375959783375
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL16","Región de Ñuble","_T","Ambos sexos",56.8940013103829
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL16","Región de Ñuble","M","Hombres",69.0535506719465
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL16","Región de Ñuble","F","Mujeres",45.6901478615662
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL08","Región del Biobío","_T","Ambos sexos",51.0388121342373
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL08","Región del Biobío","M","Hombres",63.4422434854665
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL08","Región del Biobío","F","Mujeres",39.4792495346684
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL09","Región de La Araucanía","_T","Ambos sexos",55.1886139409853
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL09","Región de La Araucanía","M","Hombres",66.4425168538222
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL09","Región de La Araucanía","F","Mujeres",44.6246884041374
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL14","Región de Los Ríos","_T","Ambos sexos",62.2753810295377
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL14","Región de Los Ríos","M","Hombres",75.2432759340464
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL14","Región de Los Ríos","F","Mujeres",49.9507065370194
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL10","Región de Los Lagos","_T","Ambos sexos",60.5007108515937
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL10","Región de Los Lagos","M","Hombres",74.6300309227214
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL10","Región de Los Lagos","F","Mujeres",46.6516720496835
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",69.2090896198735
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",76.7741620164677
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres",61.4364066171714
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos",62.1307870974356
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres",76.3235519297444
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V02","2017 ene-mar","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres",47.4536897938636
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V03","2017 feb-abr","_T","Total país","_T","Ambos sexos",57.999358312061
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V03","2017 feb-abr","_T","Total país","M","Hombres",69.5545775348432
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V03","2017 feb-abr","_T","Total país","F","Mujeres",46.9692725812287
